INE_ID,Concelho,Inscritos,Votantes,Brancos,Nulos,Votos,Sigla,Mandatos,Abstention (%),year
101,ÁGUEDA,41809.0,25435.0,619.0,372.0,1432,CDS-PP,0,39.1638164032,2005
101,ÁGUEDA,41809.0,25435.0,619.0,372.0,11373,PS,4,39.1638164032,2005
101,ÁGUEDA,41809.0,25435.0,619.0,372.0,835,PCP-PEV,0,39.1638164032,2005
101,ÁGUEDA,41809.0,25435.0,619.0,372.0,551,B.E.,0,39.1638164032,2005
101,ÁGUEDA,41809.0,25435.0,619.0,372.0,10253,PPD/PSD,3,39.1638164032,2005
102,ALBERGARIA-A-VELHA,20162.0,13197.0,199.0,149.0,7633,PPD/PSD,4,34.5451840095,2005
102,ALBERGARIA-A-VELHA,20162.0,13197.0,199.0,149.0,1600,PS,1,34.5451840095,2005
102,ALBERGARIA-A-VELHA,20162.0,13197.0,199.0,149.0,283,PCP-PEV,0,34.5451840095,2005
102,ALBERGARIA-A-VELHA,20162.0,13197.0,199.0,149.0,3087,CDS-PP,2,34.5451840095,2005
102,ALBERGARIA-A-VELHA,20162.0,13197.0,199.0,149.0,246,B.E.,0,34.5451840095,2005
103,ANADIA,27043.0,16086.0,571.0,250.0,712,CDS-PP,0,40.5169544799,2005
103,ANADIA,27043.0,16086.0,571.0,250.0,641,PCP-PEV,0,40.5169544799,2005
103,ANADIA,27043.0,16086.0,571.0,250.0,9867,PPD/PSD,5,40.5169544799,2005
103,ANADIA,27043.0,16086.0,571.0,250.0,4045,PS,2,40.5169544799,2005
104,AROUCA,20571.0,15000.0,232.0,194.0,3426,VII,2,27.0818142045,2005
104,AROUCA,20571.0,15000.0,232.0,194.0,5283,PS,3,27.0818142045,2005
104,AROUCA,20571.0,15000.0,232.0,194.0,4916,PPD/PSD.CDS-PP.PPM,2,27.0818142045,2005
104,AROUCA,20571.0,15000.0,232.0,194.0,949,PCP-PEV,0,27.0818142045,2005
105,AVEIRO,61770.0,34490.0,823.0,441.0,13782,PS,4,44.1638335762,2005
105,AVEIRO,61770.0,34490.0,823.0,441.0,16667,PPD/PSD.CDS-PP,5,44.1638335762,2005
105,AVEIRO,61770.0,34490.0,823.0,441.0,1544,PCP-PEV,0,44.1638335762,2005
105,AVEIRO,61770.0,34490.0,823.0,441.0,1233,B.E.,0,44.1638335762,2005
106,CASTELO DE PAIVA,14306.0,11198.0,113.0,98.0,198,B.E.,0,21.7251502866,2005
106,CASTELO DE PAIVA,14306.0,11198.0,113.0,98.0,151,PCP-PEV,0,21.7251502866,2005
106,CASTELO DE PAIVA,14306.0,11198.0,113.0,98.0,62,CDS-PP,0,21.7251502866,2005
106,CASTELO DE PAIVA,14306.0,11198.0,113.0,98.0,5318,PPD/PSD,4,21.7251502866,2005
106,CASTELO DE PAIVA,14306.0,11198.0,113.0,98.0,5258,PS,3,21.7251502866,2005
107,ESPINHO,30281.0,20419.0,571.0,292.0,9194,PS,4,32.5682771375,2005
107,ESPINHO,30281.0,20419.0,571.0,292.0,512,XIX,0,32.5682771375,2005
107,ESPINHO,30281.0,20419.0,571.0,292.0,7804,PPD/PSD.CDS-PP,3,32.5682771375,2005
107,ESPINHO,30281.0,20419.0,571.0,292.0,1452,PCP-PEV,0,32.5682771375,2005
107,ESPINHO,30281.0,20419.0,571.0,292.0,594,B.E.,0,32.5682771375,2005
108,ESTARREJA,22940.0,13393.0,276.0,205.0,624,PCP-PEV,0,41.6172624237,2005
108,ESTARREJA,22940.0,13393.0,276.0,205.0,8722,PPD/PSD.CDS-PP,5,41.6172624237,2005
108,ESTARREJA,22940.0,13393.0,276.0,205.0,3566,PS,2,41.6172624237,2005
109,SANTA MARIA DA FEIRA,111493.0,74651.0,1582.0,966.0,1490,B.E.,0,33.0442269918,2005
109,SANTA MARIA DA FEIRA,111493.0,74651.0,1582.0,966.0,1949,PCP-PEV,0,33.0442269918,2005
109,SANTA MARIA DA FEIRA,111493.0,74651.0,1582.0,966.0,36774,PPD/PSD,6,33.0442269918,2005
109,SANTA MARIA DA FEIRA,111493.0,74651.0,1582.0,966.0,2308,CDS-PP,0,33.0442269918,2005
109,SANTA MARIA DA FEIRA,111493.0,74651.0,1582.0,966.0,29582,PS,5,33.0442269918,2005
110,ÍLHAVO,29563.0,15689.0,329.0,198.0,638,CDS-PP,0,46.9302844772,2005
110,ÍLHAVO,29563.0,15689.0,329.0,198.0,745,PCP-PEV,0,46.9302844772,2005
110,ÍLHAVO,29563.0,15689.0,329.0,198.0,9612,PPD/PSD,5,46.9302844772,2005
110,ÍLHAVO,29563.0,15689.0,329.0,198.0,4167,PS,2,46.9302844772,2005
111,MEALHADA,17462.0,9956.0,211.0,181.0,4988,PS,4,42.9847669225,2005
111,MEALHADA,17462.0,9956.0,211.0,181.0,3632,PPD/PSD,3,42.9847669225,2005
111,MEALHADA,17462.0,9956.0,211.0,181.0,821,PCP-PEV,0,42.9847669225,2005
111,MEALHADA,17462.0,9956.0,211.0,181.0,123,CDS-PP,0,42.9847669225,2005
112,MURTOSA,8408.0,5041.0,108.0,112.0,1497,PS,1,40.0451950523,2005
112,MURTOSA,8408.0,5041.0,108.0,112.0,41,CDS-PP,0,40.0451950523,2005
112,MURTOSA,8408.0,5041.0,108.0,112.0,91,PCP-PEV,0,40.0451950523,2005
112,MURTOSA,8408.0,5041.0,108.0,112.0,3192,PPD/PSD,4,40.0451950523,2005
113,OLIVEIRA DE AZEMÉIS,57174.0,36597.0,888.0,471.0,1270,PCP-PEV,0,35.9901353762,2005
113,OLIVEIRA DE AZEMÉIS,57174.0,36597.0,888.0,471.0,2281,CDS-PP,0,35.9901353762,2005
113,OLIVEIRA DE AZEMÉIS,57174.0,36597.0,888.0,471.0,427,PND,0,35.9901353762,2005
113,OLIVEIRA DE AZEMÉIS,57174.0,36597.0,888.0,471.0,18413,PPD/PSD,5,35.9901353762,2005
113,OLIVEIRA DE AZEMÉIS,57174.0,36597.0,888.0,471.0,12847,PS,4,35.9901353762,2005
114,OLIVEIRA DO BAIRRO,17877.0,11592.0,235.0,208.0,4779,CDS-PP,3,35.1569055211,2005
114,OLIVEIRA DO BAIRRO,17877.0,11592.0,235.0,208.0,5127,PPD/PSD,4,35.1569055211,2005
114,OLIVEIRA DO BAIRRO,17877.0,11592.0,235.0,208.0,1049,PS,0,35.1569055211,2005
114,OLIVEIRA DO BAIRRO,17877.0,11592.0,235.0,208.0,194,PCP-PEV,0,35.1569055211,2005
115,OVAR,44089.0,26166.0,919.0,353.0,1490,PCP-PEV,0,40.6518632766,2005
115,OVAR,44089.0,26166.0,919.0,353.0,9175,PPD/PSD,3,40.6518632766,2005
115,OVAR,44089.0,26166.0,919.0,353.0,10815,PS,4,40.6518632766,2005
115,OVAR,44089.0,26166.0,919.0,353.0,1166,B.E.,0,40.6518632766,2005
115,OVAR,44089.0,26166.0,919.0,353.0,571,CDS-PP,0,40.6518632766,2005
115,OVAR,44089.0,26166.0,919.0,353.0,1677,I,0,40.6518632766,2005
116,SÃO JOÃO DA MADEIRA,18706.0,11320.0,155.0,102.0,1463,CDS-PP,1,39.4846573292,2005
116,SÃO JOÃO DA MADEIRA,18706.0,11320.0,155.0,102.0,297,B.E.,0,39.4846573292,2005
116,SÃO JOÃO DA MADEIRA,18706.0,11320.0,155.0,102.0,2270,PS,1,39.4846573292,2005
116,SÃO JOÃO DA MADEIRA,18706.0,11320.0,155.0,102.0,574,PCP-PEV,0,39.4846573292,2005
116,SÃO JOÃO DA MADEIRA,18706.0,11320.0,155.0,102.0,6459,PPD/PSD,5,39.4846573292,2005
117,SEVER DO VOUGA,11494.0,8362.0,150.0,138.0,165,PCP-PEV,0,27.248999478,2005
117,SEVER DO VOUGA,11494.0,8362.0,150.0,138.0,4270,PS,4,27.248999478,2005
117,SEVER DO VOUGA,11494.0,8362.0,150.0,138.0,357,CDS-PP,0,27.248999478,2005
117,SEVER DO VOUGA,11494.0,8362.0,150.0,138.0,3282,PPD/PSD,3,27.248999478,2005
118,VAGOS,17868.0,11169.0,144.0,192.0,2381,CDS-PP,1,37.4916051041,2005
118,VAGOS,17868.0,11169.0,144.0,192.0,1099,PS,0,37.4916051041,2005
118,VAGOS,17868.0,11169.0,144.0,192.0,160,PCP-PEV,0,37.4916051041,2005
118,VAGOS,17868.0,11169.0,144.0,192.0,7193,PPD/PSD,6,37.4916051041,2005
119,VALE DE CAMBRA,21732.0,15567.0,255.0,291.0,299,PCP-PEV,0,28.368304804,2005
119,VALE DE CAMBRA,21732.0,15567.0,255.0,291.0,5090,CDS-PP,2,28.368304804,2005
119,VALE DE CAMBRA,21732.0,15567.0,255.0,291.0,6852,PPD/PSD,4,28.368304804,2005
119,VALE DE CAMBRA,21732.0,15567.0,255.0,291.0,2780,PS,1,28.368304804,2005
201,ALJUSTREL,9144.0,6295.0,149.0,90.0,3378,PCP-PEV,3,31.1570428696,2005
201,ALJUSTREL,9144.0,6295.0,149.0,90.0,176,PPD/PSD.CDS-PP.PPM,0,31.1570428696,2005
201,ALJUSTREL,9144.0,6295.0,149.0,90.0,2502,PS,2,31.1570428696,2005
202,ALMODÔVAR,7606.0,5521.0,119.0,171.0,1918,PS,2,27.4125690245,2005
202,ALMODÔVAR,7606.0,5521.0,119.0,171.0,3092,PPD/PSD,3,27.4125690245,2005
202,ALMODÔVAR,7606.0,5521.0,119.0,171.0,221,PCP-PEV,0,27.4125690245,2005
203,ALVITO,2151.0,1633.0,29.0,32.0,339,PCP-PEV,1,24.0818224082,2005
203,ALVITO,2151.0,1633.0,29.0,32.0,549,X,2,24.0818224082,2005
203,ALVITO,2151.0,1633.0,29.0,32.0,354,PS,1,24.0818224082,2005
203,ALVITO,2151.0,1633.0,29.0,32.0,330,PPD/PSD.CDS-PP.PPM,1,24.0818224082,2005
204,BARRANCOS,1626.0,1352.0,33.0,24.0,582,PS,2,16.8511685117,2005
204,BARRANCOS,1626.0,1352.0,33.0,24.0,702,PCP-PEV,3,16.8511685117,2005
204,BARRANCOS,1626.0,1352.0,33.0,24.0,11,CDS-PP.PPD/PSD.PPM,0,16.8511685117,2005
205,BEJA,29893.0,17705.0,415.0,209.0,474,B.E.,0,40.7720871107,2005
205,BEJA,29893.0,17705.0,415.0,209.0,3053,PPD/PSD,1,40.7720871107,2005
205,BEJA,29893.0,17705.0,415.0,209.0,184,CDS-PP,0,40.7720871107,2005
205,BEJA,29893.0,17705.0,415.0,209.0,5986,PS,3,40.7720871107,2005
205,BEJA,29893.0,17705.0,415.0,209.0,7384,PCP-PEV,3,40.7720871107,2005
206,CASTRO VERDE,6223.0,3860.0,93.0,39.0,1014,PS,1,37.9720392094,2005
206,CASTRO VERDE,6223.0,3860.0,93.0,39.0,287,B.E.,0,37.9720392094,2005
206,CASTRO VERDE,6223.0,3860.0,93.0,39.0,235,PPD/PSD,0,37.9720392094,2005
206,CASTRO VERDE,6223.0,3860.0,93.0,39.0,2192,PCP-PEV,4,37.9720392094,2005
207,CUBA,4132.0,3126.0,51.0,45.0,50,PPD/PSD.CDS-PP.PPM,0,24.3465634076,2005
207,CUBA,4132.0,3126.0,51.0,45.0,1661,PS,3,24.3465634076,2005
207,CUBA,4132.0,3126.0,51.0,45.0,1319,PCP-PEV,2,24.3465634076,2005
208,FERREIRA DO ALENTEJO,8025.0,5081.0,84.0,74.0,2597,PS,3,36.6853582555,2005
208,FERREIRA DO ALENTEJO,8025.0,5081.0,84.0,74.0,1899,PCP-PEV,2,36.6853582555,2005
208,FERREIRA DO ALENTEJO,8025.0,5081.0,84.0,74.0,427,PPD/PSD.CDS-PP.PPM,0,36.6853582555,2005
209,MÉRTOLA,7915.0,5950.0,119.0,121.0,2873,PS,3,24.8262792167,2005
209,MÉRTOLA,7915.0,5950.0,119.0,121.0,2640,PCP-PEV,2,24.8262792167,2005
209,MÉRTOLA,7915.0,5950.0,119.0,121.0,197,PPD/PSD.CDS-PP.PPM,0,24.8262792167,2005
210,MOURA,14156.0,7766.0,183.0,101.0,3074,PS,3,45.1398700198,2005
210,MOURA,14156.0,7766.0,183.0,101.0,3613,PCP-PEV,4,45.1398700198,2005
210,MOURA,14156.0,7766.0,183.0,101.0,104,CDS-PP,0,45.1398700198,2005
210,MOURA,14156.0,7766.0,183.0,101.0,691,PPD/PSD,0,45.1398700198,2005
211,ODEMIRA,22288.0,13938.0,388.0,295.0,5243,PCP-PEV,3,37.4641062455,2005
211,ODEMIRA,22288.0,13938.0,388.0,295.0,1187,PPD/PSD.CDS-PP.PPM,0,37.4641062455,2005
211,ODEMIRA,22288.0,13938.0,388.0,295.0,6825,PS,4,37.4641062455,2005
212,OURIQUE,5425.0,4207.0,73.0,95.0,415,PCP-PEV,0,22.4516129032,2005
212,OURIQUE,5425.0,4207.0,73.0,95.0,1718,PPD/PSD,2,22.4516129032,2005
212,OURIQUE,5425.0,4207.0,73.0,95.0,1906,PS,3,22.4516129032,2005
213,SERPA,14442.0,8257.0,214.0,153.0,2507,PS,2,42.8264783271,2005
213,SERPA,14442.0,8257.0,214.0,153.0,840,PPD/PSD,1,42.8264783271,2005
213,SERPA,14442.0,8257.0,214.0,153.0,4058,PCP-PEV,4,42.8264783271,2005
213,SERPA,14442.0,8257.0,214.0,153.0,485,PCTP/MRPP,0,42.8264783271,2005
214,VIDIGUEIRA,5330.0,3546.0,106.0,47.0,1559,PCP-PEV,3,33.4709193246,2005
214,VIDIGUEIRA,5330.0,3546.0,106.0,47.0,321,PPD/PSD,0,33.4709193246,2005
214,VIDIGUEIRA,5330.0,3546.0,106.0,47.0,1421,PS,2,33.4709193246,2005
214,VIDIGUEIRA,5330.0,3546.0,106.0,47.0,45,B.E.,0,33.4709193246,2005
214,VIDIGUEIRA,5330.0,3546.0,106.0,47.0,47,CDS-PP,0,33.4709193246,2005
301,AMARES,17153.0,11873.0,106.0,148.0,3703,PPD/PSD,2,30.7817874424,2005
301,AMARES,17153.0,11873.0,106.0,148.0,288,PCP-PEV,0,30.7817874424,2005
301,AMARES,17153.0,11873.0,106.0,148.0,558,CDS-PP,0,30.7817874424,2005
301,AMARES,17153.0,11873.0,106.0,148.0,7070,PS,5,30.7817874424,2005
302,BARCELOS,97837.0,74442.0,966.0,640.0,258,PPM,0,23.9122213478,2005
302,BARCELOS,97837.0,74442.0,966.0,640.0,35361,PPD/PSD,5,23.9122213478,2005
302,BARCELOS,97837.0,74442.0,966.0,640.0,1409,B.E.,0,23.9122213478,2005
302,BARCELOS,97837.0,74442.0,966.0,640.0,1320,PND,0,23.9122213478,2005
302,BARCELOS,97837.0,74442.0,966.0,640.0,2169,CDS-PP,0,23.9122213478,2005
302,BARCELOS,97837.0,74442.0,966.0,640.0,31254,PS,4,23.9122213478,2005
302,BARCELOS,97837.0,74442.0,966.0,640.0,1065,PCP-PEV,0,23.9122213478,2005
303,BRAGA,132716.0,90006.0,2232.0,980.0,909,PCTP/MRPP,0,32.1815003466,2005
303,BRAGA,132716.0,90006.0,2232.0,980.0,40106,PS,6,32.1815003466,2005
303,BRAGA,132716.0,90006.0,2232.0,980.0,35027,PPD/PSD.CDS-PP.PPM,5,32.1815003466,2005
303,BRAGA,132716.0,90006.0,2232.0,980.0,447,PH,0,32.1815003466,2005
303,BRAGA,132716.0,90006.0,2232.0,980.0,6364,PCP-PEV,0,32.1815003466,2005
303,BRAGA,132716.0,90006.0,2232.0,980.0,3941,B.E.,0,32.1815003466,2005
304,CABECEIRAS DE BASTO,16098.0,11513.0,101.0,124.0,7012,PS,5,28.4817989812,2005
304,CABECEIRAS DE BASTO,16098.0,11513.0,101.0,124.0,4023,PPD/PSD.CDS-PP,2,28.4817989812,2005
304,CABECEIRAS DE BASTO,16098.0,11513.0,101.0,124.0,253,PCP-PEV,0,28.4817989812,2005
305,CELORICO DE BASTO,18596.0,13348.0,209.0,184.0,6898,PPD/PSD,4,28.2211228221,2005
305,CELORICO DE BASTO,18596.0,13348.0,209.0,184.0,629,CDS-PP,0,28.2211228221,2005
305,CELORICO DE BASTO,18596.0,13348.0,209.0,184.0,274,PCP-PEV,0,28.2211228221,2005
305,CELORICO DE BASTO,18596.0,13348.0,209.0,184.0,5154,PS,3,28.2211228221,2005
306,ESPOSENDE,28545.0,19919.0,334.0,268.0,2861,CDS-PP,1,30.2189525311,2005
306,ESPOSENDE,28545.0,19919.0,334.0,268.0,842,PCP-PEV,0,30.2189525311,2005
306,ESPOSENDE,28545.0,19919.0,334.0,268.0,5602,PS,2,30.2189525311,2005
306,ESPOSENDE,28545.0,19919.0,334.0,268.0,10012,PPD/PSD,4,30.2189525311,2005
307,FAFE,45891.0,32298.0,609.0,341.0,5430,PCP-PEV,1,29.6201869648,2005
307,FAFE,45891.0,32298.0,609.0,341.0,244,PSN,0,29.6201869648,2005
307,FAFE,45891.0,32298.0,609.0,341.0,888,CDS-PP,0,29.6201869648,2005
307,FAFE,45891.0,32298.0,609.0,341.0,7481,PPD/PSD,2,29.6201869648,2005
307,FAFE,45891.0,32298.0,609.0,341.0,16661,PS,4,29.6201869648,2005
307,FAFE,45891.0,32298.0,609.0,341.0,644,B.E.,0,29.6201869648,2005
308,GUIMARÃES,130400.0,88160.0,1412.0,873.0,43691,PS,6,32.3926380368,2005
308,GUIMARÃES,130400.0,88160.0,1412.0,873.0,26602,PPD/PSD,4,32.3926380368,2005
308,GUIMARÃES,130400.0,88160.0,1412.0,873.0,10141,PCP-PEV,1,32.3926380368,2005
308,GUIMARÃES,130400.0,88160.0,1412.0,873.0,1098,PCTP/MRPP,0,32.3926380368,2005
308,GUIMARÃES,130400.0,88160.0,1412.0,873.0,1929,B.E.,0,32.3926380368,2005
308,GUIMARÃES,130400.0,88160.0,1412.0,873.0,2414,CDS-PP,0,32.3926380368,2005
309,PÓVOA DE LANHOSO,20936.0,15198.0,149.0,116.0,191,CDS-PP,0,27.407336645,2005
309,PÓVOA DE LANHOSO,20936.0,15198.0,149.0,116.0,182,PCP-PEV,0,27.407336645,2005
309,PÓVOA DE LANHOSO,20936.0,15198.0,149.0,116.0,8037,PPD/PSD,4,27.407336645,2005
309,PÓVOA DE LANHOSO,20936.0,15198.0,149.0,116.0,6523,PS,3,27.407336645,2005
310,TERRAS DE BOURO,8334.0,5850.0,56.0,87.0,232,CDS-PP,0,29.8056155508,2005
310,TERRAS DE BOURO,8334.0,5850.0,56.0,87.0,136,PCP-PEV,0,29.8056155508,2005
310,TERRAS DE BOURO,8334.0,5850.0,56.0,87.0,3036,PPD/PSD,3,29.8056155508,2005
310,TERRAS DE BOURO,8334.0,5850.0,56.0,87.0,2303,PS,2,29.8056155508,2005
311,VIEIRA DO MINHO,14592.0,10605.0,116.0,124.0,109,B.E.,0,27.3231907895,2005
311,VIEIRA DO MINHO,14592.0,10605.0,116.0,124.0,5100,PPD/PSD.CDS-PP,4,27.3231907895,2005
311,VIEIRA DO MINHO,14592.0,10605.0,116.0,124.0,4911,PS,3,27.3231907895,2005
311,VIEIRA DO MINHO,14592.0,10605.0,116.0,124.0,245,PCP-PEV,0,27.3231907895,2005
312,VILA NOVA DE FAMALICÃO,106106.0,76212.0,806.0,902.0,42254,PPD/PSD.CDS-PP,7,28.1737130794,2005
312,VILA NOVA DE FAMALICÃO,106106.0,76212.0,806.0,902.0,27449,PS,4,28.1737130794,2005
312,VILA NOVA DE FAMALICÃO,106106.0,76212.0,806.0,902.0,2952,PCP-PEV,0,28.1737130794,2005
312,VILA NOVA DE FAMALICÃO,106106.0,76212.0,806.0,902.0,1849,B.E.,0,28.1737130794,2005
313,VILA VERDE,41162.0,28764.0,455.0,401.0,18589,PPD/PSD,5,30.1200136048,2005
313,VILA VERDE,41162.0,28764.0,455.0,401.0,2315,CDS-PP,0,30.1200136048,2005
313,VILA VERDE,41162.0,28764.0,455.0,401.0,769,PCP-PEV,0,30.1200136048,2005
313,VILA VERDE,41162.0,28764.0,455.0,401.0,6235,PS,2,30.1200136048,2005
314,VIZELA,17959.0,12194.0,143.0,135.0,548,PCP-PEV,0,32.1008964864,2005
314,VIZELA,17959.0,12194.0,143.0,135.0,2775,PPD/PSD.CDS-PP,2,32.1008964864,2005
314,VIZELA,17959.0,12194.0,143.0,135.0,491,B.E.,0,32.1008964864,2005
314,VIZELA,17959.0,12194.0,143.0,135.0,8102,PS,5,32.1008964864,2005
401,ALFÂNDEGA DA FÉ,6148.0,4607.0,76.0,91.0,34,PCP-PEV,0,25.0650618087,2005
401,ALFÂNDEGA DA FÉ,6148.0,4607.0,76.0,91.0,93,CDS-PP,0,25.0650618087,2005
401,ALFÂNDEGA DA FÉ,6148.0,4607.0,76.0,91.0,2190,PPD/PSD,3,25.0650618087,2005
401,ALFÂNDEGA DA FÉ,6148.0,4607.0,76.0,91.0,2123,PS,2,25.0650618087,2005
402,BRAGANÇA,33941.0,20840.0,417.0,392.0,304,B.E.,0,38.5993341387,2005
402,BRAGANÇA,33941.0,20840.0,417.0,392.0,264,CDS-PP,0,38.5993341387,2005
402,BRAGANÇA,33941.0,20840.0,417.0,392.0,507,PCP-PEV,0,38.5993341387,2005
402,BRAGANÇA,33941.0,20840.0,417.0,392.0,13346,PPD/PSD,5,38.5993341387,2005
402,BRAGANÇA,33941.0,20840.0,417.0,392.0,5610,PS,2,38.5993341387,2005
403,CARRAZEDA DE ANSIÃES,7870.0,5105.0,89.0,137.0,585,CDS-PP,0,35.1334180432,2005
403,CARRAZEDA DE ANSIÃES,7870.0,5105.0,89.0,137.0,69,PCP-PEV,0,35.1334180432,2005
403,CARRAZEDA DE ANSIÃES,7870.0,5105.0,89.0,137.0,186,PND,0,35.1334180432,2005
403,CARRAZEDA DE ANSIÃES,7870.0,5105.0,89.0,137.0,2631,PPD/PSD,3,35.1334180432,2005
403,CARRAZEDA DE ANSIÃES,7870.0,5105.0,89.0,137.0,1408,PS,2,35.1334180432,2005
404,FREIXO DE ESPADA À CINTA,3998.0,3234.0,32.0,46.0,13,PCP-PEV,0,19.1095547774,2005
