INE_ID,name,party
1409,Vasques Freitas Gomes,CDS-PP
1409,José Marcelino,PCP-PEV
1409,Liliana Sofia Neves Ferreira dos Santos Pinto,PPD/PSD
1409,Francisco Silvestre de Oliveira,PS
1410,Carlos Manuel Godinho Matias,B.E.
1410,Paulo Jorge Santos Bica,CDS-PP
1410,José David da Silva Ribeiro,PCP-PEV
1410,Maria Isilda Videira Nogueira da Silva Aguincha,PPD/PSD
1410,Jorge Manuel Alves de Faria,PS
1411,Jorge Ponce de Leão de Castro,CDS-PP
1411,António Alves Matos,PCP-PEV
1411,Jacinto Manuel Lopes Cristas Flores,PPD/PSD
1411,António Vicente Martins,PS
1412,José Luís Duarte Vieira,PCP-PEV
1412,José António Godinho Lopes,PPD/PSD.CDS-PP
1412,Rui Manuel Lince Singeis Medinas Duarte,PS
1412,Nair Cristina dos Santos Gonçalves Henriques da Luz,XII
1413,Tiago Manuel Marques Dias e Sá,CDS-PP
1413,Maria Arminda de Jesus Gonçalves dos Santos,PCP-PEV
1413,Vasco António Mendonça Sequeira Estrela,PPD/PSD
1413,Nuno Fernando Bento Neto,PS
1414,Rosa Maria Gomes Pina da Costa,B.E.
1414,Augusto Manuel Gonçalves Figueiredo,PCP-PEV
1414,Isaura Maria Elias Crisóstomo Bernardino Morais,PPD/PSD.CDS-PP
1414,Carlos Alberto da Nazaré Almeida,PS
1414,João Teodoro Miguel,V
1415,Manuel António Marques das Neves,B.E.
1415,Orlando Manuel Ferreira Garcia,PCP-PEV
1415,Francisco Miguel Naia da Cunha Pereira,PPD/PSD.CDS-PP
1415,Hélder Manuel Ramalho de Sousa Esménio,PS
1415,Rui Manuel Silva Moreira,X
1416,Bruno Miguel Gois Carreira,B.E.
1416,Aires Manuel Gaspar Duarte Lopes,CDS-PP
1416,Francisco António Madeira Mendes,JPP
1416,Francisco Miguel Baudoin Madeira Lopes,PCP-PEV
1416,Ricardo Gonçalves Ribeiro Gonçalves,PPD/PSD
1416,Idália Maria Marques Salvador Serrão,PS
1417,Rui Miguel Vermelho Serras,III
1417,Joaquim Jorge Ferreira,PCP-PEV
1417,António Miguel Cabedal Borges,PPD/PSD
1417,Fernando Cascalheira Vasco,PS
1418,Rui Coutinho Rodrigues Marques,B.E.
1418,Ivo Manuel Querido dos Santos,CDS-PP
1418,Pedro Alexandre Ramos Marques,I
1418,Flávio Daniel Gameiro Nunes,MPT
1418,Bruno Vítor Domingos Graça,PCP-PEV
1418,Carlos Manuel de Oliveira Carrão,PPD/PSD
1418,Anabela Gaspar de Freitas,PS
1419,Helena Maria Moura Pinto,B.E.
1419,Susana Maria Domingues Batista,CDS-PP
1419,Carlos Manuel Lopes Tomé,PCP-PEV
1419,Henrique Ferreira Reis,PPD/PSD
1419,Pedro Paulo Ramos Ferreira,PS
1420,Ana Paula Soares Pinto,CDS-PP
1420,Maria José Brito Alves Martinho,PCP-PEV
1420,Luis Manuel dos Santos Valente,PPD/PSD
1420,Fernando Manuel dos Santos Freire,PS
1421,Vítor Manuel de Jesus Frazão,IV
1421,Alexandre Lopes de Castro,PCP-PEV
1421,Luis Miguel Marques Grossinho Coutinho Albuquerque,PPD/PSD.CDS-PP
1421,Paulo Alexandre Homem de Oliveira Fonseca,PS
1501,Ana Maria Caixeirinho Penas,B.E.
1501,Maria Teresa Monteiro Pires de Carvalho de Noronha e Castro,CDS-PP
1501,Vitor Manuel Chaves de Caro Proença,PCP-PEV
1501,Pedro Alexandre Guerreiro Goucha,PPD/PSD
1501,José Manuel Torres Couto,PS
1502,Vasco André Marques Pinto,CDS-PP
1502,Luís Miguel Carraça Franco,PCP-PEV
1502,Maria do Rosário Rodrigues da Costa Prates,PPD/PSD
1502,Maria Teresa Filipe de Moraes Sarmento,PS
1503,Joana Rodrigues Mortágua,B.E.
1503,Fernando Jorge Sousa da Pena,CDS-PP
1503,Sofia Alexandra Loureiro da Silva,PAN
1503,Joaquim Estevão Miguel Judas,PCP-PEV
1503,Domingos António Caeiro Bulhão,PCTP/MRPP
1503,António José Pinho Gaspar Neves,PPD/PSD
1503,Joaquim António da Silva Gomes Barbosa,PS
1503,Rute Mafalda Oliveira Zorrinho Henriques,PTP
1504,Humberto Manuel Coelho Candeias,B.E.
1504,Paulo Daniel da Costa Ferreira,CDS-PP
1504,Carlos Humberto Palácios Pinheiro de Carvalho,PCP-PEV
1504,Joaquim Carlos Salgueiro Martins,PCTP/MRPP
1504,Bruno Jorge Viegas Vitorino,PPD/PSD
1504,Luís Filipe Pimenta Ferreira,PS
1505,Manuel Rodrigues Graça Dias,B.E.
1505,António Figueira Mendes,PCP-PEV
1505,Ricardo Alexandre Manguito Campaniço,PS
1505,António Francisco Palhinhas Candeias,XIII
1505,Aníbal Manuel Guerreiro Cordeiro,XVIII
1506,Joaquim Inácio Raminhos Cabaça,B.E.
1506,João Manuel Sacoto Pereira Neves,CDS-PP
1506,José Carlos Rodrigues de Gouveia,PAN
1506,Rui Manuel Marques Garcia,PCP-PEV
1506,Leonel Eusébio Coelho,PCTP/MRPP
1506,João Paulo de Sousa e Silva Gaspar,PPD/PSD
1506,Manuel Galvoeira Borges,PS
1506,José Manuel da Costa,PTP
1507,Tiago João Lopes Pinheiro,B.E.
1507,Artur Manuel Tormenta de Oliveira,CDS-PP
1507,Carlos Jorge Antunes de Almeida,PCP-PEV
1507,Maria Manuela Ruivo Bailão Parreira,PCTP/MRPP
1507,Maria das Mercês Gomes Borges da Silva Soares,PPD/PSD
1507,Nuno Miguel Caramujo Ribeiro Canta,PS
1508,António Simões de Carvalho Oliveira Santos,B.E.
1508,Álvaro Manuel Balseiro Amaro,PCP-PEV
1508,Paulo Jorge Simões Ribeiro,PPD/PSD.CDS-PP
1508,Maria da Natividade Charneca Coelho,PS
1508,Victor Manuel Oliveira Fernandes,PTP
1509,João Manuel Martins Madeira,B.E.
1509,Mateus d'Assunção Guerreiro,CDS-PP
1509,Álvaro dos Santos Beijinha,PCP-PEV
1509,Paulo Jorge Candeias Parreira Gonçalves Gamito,PPD/PSD
1509,Nuno Manuel Cunha Gomes de Oliveira,PS
1510,Luís Manuel Rendeiro Cordeiro,B.E.
1510,João Carlos Filipe de Noronha Marques de Oliveira,CDS-PP
1510,Joaquim Cesário Cardador dos Santos,PCP-PEV
1510,Carlos Manuel Duarte da Costa Gomes,PCTP/MRPP
1510,Paulo Edson Carvalho Borges da Cunha,PPD/PSD
1510,Samuel Pedro da Silva Cruz,PS
1510,Helena Sofia Santos Silva Henriques,PTP
1511,Adelino Manuel Guimarães Fortunato,B.E.
1511,Carlos Manuel Correia da cunha Sargedas,I
1511,António da Silva Henriques,PAN
1511,Augusto Manuel Neto Carapinha Pólvora,PCP-PEV
1511,Francisco José Pereira Luís,PPD/PSD.CDS-PP
1511,Américo Gegaloto,PS
1512,Mariana Rosa Aiveca,B.E.
1512,Luís Humberto Pacheco Ferreira Teixeira,PAN
1512,Maria das Dores Marques Banheiro Meira,PCP-PEV
1512,Duarte Nuno Vidal Jesuíno,PCTP/MRPP
1512,Luís Filipe Alexandre Rodrigues,PPD/PSD.CDS-PP
1512,João Manuel Teixeira de Assunção Ribeiro,PS
1513,Américo Manuel da Silva Lourenço,CDS-PP
1513,Hélder Alexandre Gil Guerreiro,PCP-PEV
1513,João Miguel da Silva Garganta Custódio,PPD/PSD
1513,Nuno José Gonçalves Mascarenhas,PS
1513,Marisa Filipa Santos Rodrigues dos Santos,XX
1601,Fernando João Fernandes Fonseca,CDS-PP
1601,Emília Fernanda Teixeira de Vasconcelos,PCP-PEV
1601,João Manuel do Amaral Esteves,PPD/PSD
1601,Fernando Pereira Cabodeira,PS
1602,Joaquim Celestino Simões Ribeiro,PCP-PEV
1602,Flamiano Gonçalves Martins,PPD/PSD
1602,Luís Miguel da Silva Mendonça Alves,PS
1603,Horácio dos Santos Lima,PCP-PEV
1603,Manuel Fernandes Ramos dos Santos,PPD/PSD
1603,Manuel Batista Calçada Pombal,PS
1604,Abel Lima Baptista,CDS-PP
1604,Filipe Alexandre Martins Vintém,PCP-PEV
1604,António José Fernandes Barbosa,PPD/PSD
1604,Augusto Henrique de Oliveira Domingues,PS
1605,João Manuel Dias Carvalho,CDS-PP
1605,Celina Araujo de Sousa,PCP-PEV
1605,Décio Brandão Guerreiro,PPD/PSD
1605,Vítor Paulo Gomes Pereira,PS
1606,Augusto Manuel dos Reis Marinho,I
1606,Afonso Manuel Graçoeiro Gonçalves,PCP-PEV
1606,Armindo José Sousa da Silva,PPD/PSD
1606,António Vassalo Abreu,PS
1607,Victor Manuel Alves Mendes,CDS-PP
1607,António Manuel de Rego Lampelo,JPP
1607,João Francisco Soares Pereira Gomes,PCP-PEV
1607,Manuel Pereira da Rocha Barros,PPD/PSD
1607,Jorge Manuel Viana da Silva,PS
1608,Alípio Nunes Vaz de Sousa,PCP-PEV
1608,Jorge Manuel Salgueiro Mendes,PPD/PSD
1608,Diogo Gouveia Pinto Antunes Cabrita,PS
1609,Carlos Nunes de Oliveira Morais Meira,CDS-PP.MPT
1609,Hélder Manuel Amaral de Frias Pena,PAN
1609,Maria Ilda da Costa Figueiredo,PCP-PEV
1609,Maria Hermínia Bacelar Fernandes Antunes,PCTP/MRPP
1609,Eduardo Alexandre Ribeiro Gonçalves Teixeira,PPD/PSD
1609,José Maria da Cunha Costa,PS
1610,João Fernando Brito Nogueira,I
1610,Léli Celsa Romeu Malhão Wolfango,PCP-PEV
1610,Manuel Esteves Marques,PPD/PSD
1610,João Manuel de Sousa Araújo,PS
1701,Carolina Amélia Brites Cerdeiral,CDS-PP
1701,Pedro Carvalho Marques Perry da Câmara,PCP-PEV
1701,Carlos Jorge Vilela da Rocha Magalhães,PPD/PSD
1701,João Manuel Gouveia da Costa,PS
1701,Luís Miguel Gonçalves Rodrigues,V
1702,Francisco Xavier Barreto Pires,PCP-PEV
1702,Fernando Eirão Queiroga,PPD/PSD
1702,Ana Luísa Pires Monteiro,PS
1703,António Manuel dos Santos Ribeiro,CDS-PP
1703,Manuel Justino Matos Cunha,PCP-PEV
1703,António Cândido Monteiro Cabeleira,PPD/PSD
1703,Paula Cristina Barros Teixeira dos Santos,PS
1703,João Carlos Alves Neves,XIII
1704,João Luís Marques Rebelo da Silva,CDS-PP
1704,José Carlos Borges de Sousa,PCP-PEV
1704,Marco António Peres Teixeira da Silva,PPD/PSD
1704,Alberto Monteiro Pereira,PS
1705,Lúcio Manuel Alves Machado,CDS-PP.PPD/PSD
1705,António Joaquim Gonçalves do Souto,PCP-PEV
1705,Alfredo Manuel Dinis da Costa Gonçalves,PCTP/MRPP
1705,Humberto da Costa Cerqueira,PS
1706,Hélder Manuel Barreira de Azevedo,PCP-PEV
1706,José Duarte Crespo Gonçalves,PPD/PSD.CDS-PP
1706,Manuel Orlando Fernandes Alves,PS
1707,Amadeu António Macedo Teixeira Carvalho,CDS-PP
1707,Carlos Manuel de Sousa Araújo,PCP-PEV
1707,Pedro Manuel Alves Barroso Magalhães,PPD/PSD
1707,José Maria Garcia Costa,PS
1708,António Manuel Alves Serafim,PCP-PEV
1708,Nuno Manuel Sousa Pinto de Carvalho Gonçalves,PPD/PSD
1708,Manuel José Ramalho Ramos Paiva,PS
1709,Bráulio Manuel Fernandes Ferreira,CDS-PP
1709,Domingos Lourenço Machado,MPT
1709,Mário Fernando Gomes,PCP-PEV
1709,Amadeu dos Santos Borges,PPD/PSD
1709,Rui Manuel Vaz Alves,PS
1709,José Manuel da Silva Carreira,XVII
1710,Fernando António Ferreira Amaral,PCP-PEV
1710,António Augusto Marques Ferreira de Araújo,PPD/PSD
1710,José Manuel de Carvalho Marques,PS
1711,Roque Filipe Mesquita Brandão,CDS-PP
1711,José Rodrigues Simão,PCP-PEV
1711,Luís Manuel Mota Bastos,PPD/PSD
1711,Luís Reguengo Machado,PS
1712,Manuel Jorge Pinto dos Santos Carvalho,CDS-PP
1712,António Fernando do Nascimento Teixeira,PCP-PEV
1712,Amílcar Rodrigues Alves Castro de Almeida,PPD/PSD
1712,Afonso José de Castro Videira,PS
1713,José Manuel Pereira Dias,CDS-PP
1713,José Luís Teixeira Ferreira,PCP-PEV
1713,António Alberto Pires Aguiar Machado,PPD/PSD
1713,José Carlos Saraiva Rendeiro,PS
1714,Rui Manuel Vítor Cortes,B.E.
1714,Fernando Jorge Rodrigues Pinho,CDS-PP
1714,Júlia Violante de Carvalho Ribeiro Correia,PCP-PEV
1714,António Batista de Carvalho,PPD/PSD
1714,Rui Jorge Cordeiro Gonçalves dos Santos,PS
1801,José Maria Marta da Silva,B.E.
1801,Luís Miguel Pires de Paiva Cardoso Pinto,CDS-PP
1801,Mário Ferreira Carneiro Cireneu,PCP-PEV
1801,João Paulo Soares Carvalho Pereira da Fonseca,PPD/PSD
1801,Américo Teixeira Moreira,PS
1802,Luís Humberto da Costa Fidalgo,CDS-PP
1802,António Luís da Costa Correia,PCP-PEV
1802,Vasco Jorge Matias Antunes De Almeida,PPD/PSD
1802,Rogério Mota Abrantes,PS
1803,Carlos Manuel de Carvalho Rodrigues Costa,CDS-PP
1803,Isabel de Fátima Esteves Moreira Pires Souto,PCP-PEV
1803,Luís Alberto Costa Pinto,PPD/PSD
1803,José Fernando Carneiro Pereira,PS
1804,Avelino António Pacheco Gonçalves,PCP-PEV
1804,Manuel de Vasconcelos Pinheiro,PPD/PSD.CDS-PP
1804,Armando da Silva Mourisco,PS
1805,Vasco João Guedes Silva Ferreira,PCP-PEV
1805,Francisco Manuel Lopes,PPD/PSD.CDS-PP
1805,Manuel António Rebelo Ferreira,PS
1806,António Fernando Albuquerque,PCP-PEV
1806,Aníbal José Carvalho Maltez,PPD/PSD.CDS-PP
1806,João Nuno Ferreira Gonçalves de Azevedo,PS
1807,Augusto Coelho Praça,PCP-PEV
1807,Luís Carlos Pereira da Silva,PPD/PSD.CDS-PP
1807,José Eduardo Lopes Ferreira,PS
1808,Filipe Manuel Ferreira Valente,CDS-PP
1808,Maria Cecília dos Anjos Barbosa,PCP-PEV
1808,José Júlio Henriques Norte,PPD/PSD
1808,João Pedro de Almeida e Sousa Rodrigues da Fonseca,PS
1809,Nuno Alexandre Rodrigues Albuquerque Vaz,PCP-PEV
1809,Isaura Leonor Marques Figueiredo da Silva Pedro,PPD/PSD.CDS-PP
1809,José Manuel Borges da Silva,PS
1810,Mário do Carmo Pereira,B.E.
1810,Nuno Miguel Duarte Martins,PCP-PEV
1810,Luís Manuel Martins de Vasconcelos,PPD/PSD.CDS-PP
1810,Porfirio António de Sousa Carvalho,PS
1811,António Nogueira de Matos Vilarigues,PCP-PEV
1811,Carlos Ferreira dos Santos,PPD/PSD.CDS-PP
1811,Francisco Lopes de Carvalho,PS
1812,José Rosária Chaves,CDS-PP
1812,Maria Cândida Silva Sapo,PCP-PEV
1812,António Carlos Saraiva Esteves de Carvalho,PPD/PSD
1812,Orlando Augusto Timóteo Rodrigues,PS
1813,Casimiro Cerqueira Veloso,MPT
1813,Fernando Alberto Pinto,PCP-PEV
1813,Jaime António Bernardino Alves,PPD/PSD.CDS-PP
1813,Manuel Joaquim Garcez Trindade,PS
1814,Maria Manuela Dias Alves,CDS-PP
1814,Alberto Lopes de Andrade,PCP-PEV
1814,João António de Sousa Pais Lourenço,PPD/PSD
1814,Leonel José Antunes Gouveia,PS
1815,Ana Paula Mafra de Miranda Raposo Chaves de Carvalho,CDS-PP
1815,Manuel António Natário Cordeiro,I
1815,António Luiz Vieira da Silva,PCP-PEV
1815,José António Fontão Tulha,PPD/PSD
1815,João Manuel Mendes de Oliveira,PS
1816,Maria do Carmo Bica,B.E.
1816,José Alberto da Silva Alexandre e Sousa,JPP
1816,Ana Manuela Marques da Costa Gralheiro,PCP-PEV
1816,Adriano de Lima Gouveia Azevedo,PPD/PSD
1816,Vítor Manuel de Almeida Figueiredo,PS
1817,Manuel da Silva de Oliva,CDS-PP
1817,Ângela Maria da Silva Bártolo,PCP-PEV
1817,Alexandre Manuel Mendonça Vaz,PPD/PSD
1817,Nuno Miguel Rocha Bártolo,PS
1818,Nuno Franclim Peixoto Quintais Silva,CDS-PP
1818,Eduardo Paiva Boloto,PCP-PEV
1818,Carlos Silva Santiago,PPD/PSD
1818,Vítor Manuel de Matos Figueiredo,PS
1819,Mário Rui de Sousa Mendes,PCP-PEV
1819,Carlos André Teles Paulo de Carvalho,PPD/PSD.CDS-PP
1819,João Joaquim Saraiva Ribeiro,PS
1820,Rui Bruno Quintela Claro da Fonseca,B.E.
1820,Carlos Alberto Moura Cabral,CDS-PP
1820,João Carlos Portela Cordeiro,PCP-PEV
1820,Valdemar de Carvalho Pereira,PPD/PSD
1820,José António Amaro Nunes,PS
1821,Carlos Manuel Antunes Amaral,CDS-PP
1821,Manuel Jorge Pereira Veiga,PCP-PEV
1821,José António Gomes de Jesus,PPD/PSD
1821,Cílio Pereira Correia,PS
1822,Hugo FIlipe Afonso Trindade,CDS-PP
1822,Manuel Rodrigues,PCP-PEV
1822,Carlos Dias Mota,PPD/PSD
1822,José Morgado Ribeiro,PS
1823,Manuela Maria Coelho Antunes,B.E.
1823,José Hélder do Amaral,CDS-PP
1823,Francisco Manuel de Almeida,PCP-PEV
1823,António Joaquim Almeida Henriques,PPD/PSD
1823,José Adelmo Gouveia Bordalo Junqueiro,PS
1824,Marco Paulo Dominguez Mendonça,B.E.
1824,Paulo Jorge Rodrigues Duarte,CDS-PP
1824,José Carlos Pereirinha Rodrigues,PCP-PEV
1824,Rui Miguel Ladeira Pereira,PPD/PSD
1824,António Menezes de Campos,PS
3101,Martinho Gouveia da Câmara,CDS-PP
3101,José Ferdinando Correia da Costa,PCP-PEV
3101,Carlos Manuel Figueira de Ornelas Teles,PPD/PSD
3101,Maria Patrícia Mendes Sumares Nobrega,PS
3102,José Roberto Ribeiro Rodrigues,CDS-PP
3102,João Isidoro Gonçalves,MPT
3102,Marco António Marques Fernandes,PAN
3102,Alexandre do Carmo da Luz Fernandes,PCP-PEV
3102,Pedro Emanuel Abreu Coelho,PPD/PSD
3102,Amândio Unibaldo Figueira da Silva,PS-PTP-PND-BE
3103,José Manuel de Sousa Rodrigues,CDS-PP
3103,Artur Alberto Fernandes Andrade,PCP-PEV
3103,Bruno Miguel Camacho Pereira,PPD/PSD
3103,Paulo Alexandre Nascimento Cafôfo,PS-BE-PND-MPT-PTP-PAN
3104,Maria Josefina Viveiros Melim,B.E.
3104,José Bruno Gouveia Aveiro,CDS-PP
3104,Carlos Avelino Ferreira Borges,PAN
3104,Marta Sofia Vieira Silva,PCP-PEV
3104,António Luís Gouveia Olim,PPD/PSD
3104,Ricardo Miguel Nunes Franco,PS
3104,António Rosa dos Santos Cartaxo,PTP
3105,Maria Ganança Gomes Garanito,B.E.
3105,José Artur de Freitas Aguiar,CDS-PP
3105,António André Pestana,I
3105,Urãnia Maria Pita Gaspar,PCP-PEV
3105,Rui David Pita Marques Luís,PPD/PSD
3105,Celia Maria da Silva Pecegueiro,PS
3105,José Feliciano Setim Faria,PTP
3106,Nuno Daniel Brazão Drummond,CDS-PP
3106,Maria Rosa De Ponte Luz Alves,PCP-PEV
3106,Edegar Valter Castro Correia,PPD/PSD
3106,João Emanuel Silva Câmara,PS
3107,Carlos Alberto Pereira,B.E.
3107,Rafael João Figueira de Sousa,CDS-PP
3107,Marcelino Vitorino dos Santos Rodrigues,PCP-PEV
3107,Ricardo António Nascimento,PPD/PSD
3107,Alano Aires Santos Gonçalves,PS
3107,Marco Nuno da Luz das Almas,PTP
3108,Filipe Martiniano Martins de Sousa,JPP
3108,Rui Miguel Assunção Guerreiro Rodrigues,PAN
3108,Dírio Leão dos Ramos,PCP-PEV
3108,António Jorge Gomes Baptista,PPD/PSD
3109,Carlos Alberto de Faria,B.E.
3109,Teófilo Alírio Reis Cunha,CDS-PP
3109,Elisa Margarita dos Santos Mendonça,PCP-PEV
3109,Rui Moisés Fernandes de Ascensão,PPD/PSD
3109,Odília Maria Vieira Mendonça,PS
3109,Bruna Sofia Silva Andrade,PTP
3110,Maria Conceição Pereira,B.E.
3110,José António Gonçalves Garçês,I
3110,António Carlos Batista Monteiro,PCP-PEV
3110,Jorge Orlando César de Jesus Romeira,PPD/PSD
3201,João Roberto Oliveira Rodrigues,CDS-PP
3201,Carlos Alberto Vila Verde Ruas,III
3201,Marco Eulógio Gonçalves,PCP-PEV
3201,Nuno Filipe Melim Batista,PPD/PSD
3201,Filipe Emanuel Menezes de Oliveira,PS
3201,Ana Paula Câmara Rodrigues Serra,PTP
4101,Ana Maria Nogueira dos Santos Loura,PCP-PEV
4101,Carlos Henrique Lopes Rodrigues,PPD/PSD
4101,Duarte Manuel Braga Moreira,PS
4201,Roberto Manuel Sousa Oliveira,CDS-PP
4201,Eugénio Cesar Mota Moura,PCP-PEV
4201,José Duarte Barbosa Cabecinha,PPD/PSD
4201,João António Ferreira Ponte,PS
4202,Rogério Cabral de Frias,PPD/PSD
4202,Carlos Alberto Medeiros Mendonça,PS
4203,Jorge Manuel de Morais Kol de Carvalho,B.E.
4203,Pedro Miguel Carvalho Pereira,CDS-PP
4203,Carlos Alberto Gomes Ribeiro,PCP-PEV
4203,José Manuel Cabral Dias Bolieiro,PPD/PSD
4203,José António Vieira da Silva Contente,PS
4204,Delmar Carvalho de Medeiros,PPD/PSD
4204,Carlos Emílio Lopes Machado Ávila,PS
4205,Zuraida Maria de Almeida Soares,B.E.
4205,João Manuel Arruda Gomes,PCP-PEV
4205,Alexandre Branco Gaudêncio,PPD/PSD
4205,Ricardo José Moniz da Silva,PS
4206,Jorge Alberto Bulhões Gago da Câmara,I
4206,Paulo Sérgio Fonte Pinto,PCP-PEV
4206,Rui António Dias da Câmara de Carvalho e Melo,PPD/PSD.PPM
4206,Ricardo Manuel de Amaral Rodrigues,PS
4301,Paulo José Maio Sousa Mendes,B.E.
4301,António Pedro Inocêncio,PCP-PEV
4301,António Lima Cardoso Ventura,PPD/PSD.CDS-PP
4301,José Gabriel do Álamo de Meneses,PS
4302,Ana Cristina Simões de Oliveira,B.E.
4302,Emiliana Leonilde Simões de Oliveira,CDS-PP
4302,António Gabriel Botelho da Fonseca,PCP-PEV
4302,Maria Judite Gomes Parreira,PPD/PSD
4302,Roberto Lúcio Silva Pereira Monteiro,PS
4401,João Manuel de Melo Picanço,I
4401,João Manuel Bettencourt Cunha,PPD/PSD
4401,Manuel Avelar Cunha Santos,PS
4501,Décio Natálio Almada Pereira,I
4501,Aires António Fagundes Reis,PPD/PSD
4501,António Vitorino da Silveira,PS
4502,Luís Virgílio de Sousa da Silveira,CDS-PP
4502,Paulo Alberto Bettencourt da Silveira,PPD/PSD
4502,João Paulo Bettencourt de Oliveira,PS
4601,José Lourenço de Freitas Azevedo,CDS-PP
4601,Cláudio José Gomes Lopes,PPD/PSD
4601,Roberto Manuel Medeiros da Silva,PS
4602,Maria de Lurdes Rodrigues Luís Silva,CDS-PP
4602,Sérgio Manuel Goulart Gonçalves,PCP-PEV
4602,José António Marcos Soares,PPD/PSD
4602,Miguel António Moniz Costa,PS
4603,José Manuel Xavier de Ávila,CDS-PP
4603,Luís Filipe Ramos Macedo da Silva,PPD/PSD
4603,Mark Anthony Silveira,PS
4701,João Ângelo Stattmiller Saldanha Albuquerque Neves,B.E.
4701,Maria do Céu Barroca de Brito,PCP-PEV
4701,Luís Carlos Correia Garcia,PPD/PSD.CDS-PP.PPM
4701,José Leonardo Goulart Silva,PS
4801,Alice Correia Rocha Ramos,PPD/PSD
4801,Luís Carlos Martins Maciel,PS
4802,William Resendes Braga,PPD/PSD.CDS-PP
4802,José Carlos Pimentel Mendes,PS
4901,José Manuel Avelar Nunes,PPD/PSD
4901,José Manuel Alves da Silva,PS
